variant,method,k,seed,category,metric,mean,num_categories,aggregation,uncertainty_scope
prompt_box,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_iou,0.23560314646425845,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_iou,0.22358936870043988,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_iou,0.1902355512709189,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_iou,0.17932193708582325,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_iou,0.21761188856954874,4,category_macro,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_iou,0.27327185320083175,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_iou,0.2241172000264351,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_iou,0.1916583018708698,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_iou,0.1814001991800583,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_iou,0.04627852523041441,4,category_macro,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_iou,0.03999595909443144,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_iou,0.027823965080424326,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_iou,0.026460597526625412,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_iou,0.09083357922017644,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_precision,0.2708405814890433,4,category_macro,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.2912573736512857,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.25038920164679435,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.22504206480526284,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.31667368585283034,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_precision,0.2708405814890433,4,category_macro,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.2912573736512857,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.25038920164679435,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.22504206480526284,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.31667368585283034,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_precision,0.2708405814890433,4,category_macro,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.2912573736512857,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.25038920164679435,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.22504206480526284,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.31667368585283034,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,macro,mean_anomaly_mask_precision,0.2050252802183178,4,category_macro,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_precision,0.24309680531921374,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_precision,0.17816724867655673,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_precision,0.12968741653117,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_precision,0.26914965034633076,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,macro,mean_anomaly_mask_precision,0.20590773876710933,4,category_macro,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_precision,0.2653642244967293,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_precision,0.1832894831994424,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_precision,0.17019665069930856,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_precision,0.20478059667295695,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,macro,mean_anomaly_mask_precision,0.23295865169408192,4,category_macro,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_precision,0.27304167141907104,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_precision,0.1949894973362456,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_precision,0.20376700080742197,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_precision,0.26003643721358904,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,macro,mean_anomaly_mask_precision,0.21114753777334447,4,category_macro,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_precision,0.26662049444984964,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_precision,0.19206677454958385,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_precision,0.17858516983763562,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_precision,0.20731771225630882,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,macro,mean_anomaly_mask_precision,0.31955409436184046,4,category_macro,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.3645354704303625,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.302155133435271,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.2819807603558325,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.3295450132258958,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,macro,mean_anomaly_mask_precision,0.1990679865482521,4,category_macro,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.2420364020176924,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.17257998209113065,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.16360959554263732,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.21804596654154806,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_precision,0.27149020401050933,4,category_macro,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.28599255641983473,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.24654158806312335,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.22871511905459393,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.3247115525044853,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_precision,0.27661941596820033,4,category_macro,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.2987019844089697,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.2469006180360873,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.23185926526898634,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.329015796158758,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_precision,0.04891797298685443,4,category_macro,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_precision,0.04066926421225836,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_precision,0.029892382314466857,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_precision,0.027620631042491524,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_precision,0.09748961437820097,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_recall,0.4974020617143388,4,category_macro,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.6395595078621941,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.5958935551424127,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.44476855896688966,1,within_category,descriptive_single_support_seed
area_cap_010,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.3093866248858587,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_recall,0.4974020617143388,4,category_macro,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.6395595078621941,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.5958935551424127,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.44476855896688966,1,within_category,descriptive_single_support_seed
area_cap_050,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.3093866248858587,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_recall,0.4974020617143388,4,category_macro,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.6395595078621941,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.5958935551424127,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.44476855896688966,1,within_category,descriptive_single_support_seed
area_cap_none,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.3093866248858587,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,macro,mean_anomaly_mask_recall,0.34331517197354905,4,category_macro,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_recall,0.4558957241762205,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_recall,0.4302250025472809,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_recall,0.3027919166367879,1,within_category,descriptive_single_support_seed
crop512_o025_max,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_recall,0.18434804453390696,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,macro,mean_anomaly_mask_recall,0.4619582318871571,4,category_macro,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_recall,0.6267734265037618,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_recall,0.5586950464309166,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_recall,0.3885098392247964,1,within_category,descriptive_single_support_seed
crop768_o000_max,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_recall,0.2738546153891539,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,macro,mean_anomaly_mask_recall,0.6411321242125254,4,category_macro,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_recall,0.7816336761515308,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_recall,0.6844737715495246,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_recall,0.6503383374496287,1,within_category,descriptive_single_support_seed
crop768_o025_mean,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_recall,0.4480827116994175,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,macro,mean_anomaly_mask_recall,0.48721209601525517,4,category_macro,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb1,mean_anomaly_mask_recall,0.6387973583527021,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb2,mean_anomaly_mask_recall,0.5918760003460758,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb3,mean_anomaly_mask_recall,0.4228929474469006,1,within_category,descriptive_single_support_seed
crop768_o050_max,dinov2_multi,4,4880,pcb4,mean_anomaly_mask_recall,0.2952820779153422,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,macro,mean_anomaly_mask_recall,0.4255362873775543,4,category_macro,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.5588783172771794,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.5253622182809982,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.3882398754297393,1,within_category,descriptive_single_support_seed
fusion_selective,anomaly_consistent_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.22966473852230002,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,macro,mean_anomaly_mask_recall,0.5561953457811941,4,category_macro,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.7150635760989873,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.6416701255442885,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.5161558506324776,1,within_category,descriptive_single_support_seed
fusion_union,anomaly_consistent_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.351891830849023,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_recall,0.5001721340613118,4,category_macro,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.6275393653354304,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.6054173832008098,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.4457549093161887,1,within_category,descriptive_single_support_seed
prompt_box,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.32197687839281797,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_recall,0.5034539829118709,4,category_macro,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.6583742118153093,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.5907766137339033,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.4388932142428704,1,within_category,descriptive_single_support_seed
prompt_point_box_center,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.3257718918554009,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,macro,mean_anomaly_mask_recall,0.7142160557519504,4,category_macro,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb1,mean_anomaly_mask_recall,0.7398596396886694,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb2,mean_anomaly_mask_recall,0.6027465101843282,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb3,mean_anomaly_mask_recall,0.7940139096065942,1,within_category,descriptive_single_support_seed
prompt_point_max,dinov2_multi_sam2,4,4880,pcb4,mean_anomaly_mask_recall,0.7202441635282095,1,within_category,descriptive_single_support_seed
