method,k,category,metric,mean,seed_std,ci_low,ci_high,num_categories,num_seeds,ci_resampling_unit,aggregation,uncertainty_scope
dinov2_single,1,pcb2,pixel_auroc,0.9386547810173225,0.008823408647200092,0.9319493974653861,0.9453601645692589,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb3,pixel_auroc,0.9452693798837417,0.004327336563727305,0.9419539005666042,0.9485656625274782,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb4,pixel_auroc,0.927239953931679,0.007085742250357298,0.9209929354978337,0.932279295375898,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,macro,pixel_auroc,0.959962592531577,0.001987476368136914,0.9586000137314491,0.9616271761613706,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,2,pcb1,pixel_auroc,0.9872637978113662,0.0023479960588297004,0.9852324146631034,0.9890999836317185,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb2,pixel_auroc,0.9518356593192461,0.006278957171896288,0.9470623750327359,0.9566089436057563,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb3,pixel_auroc,0.9558011313985361,0.0019307184147435651,0.9542637045973882,0.957338558199684,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb4,pixel_auroc,0.9449497815971594,0.003596457786490347,0.9421446054992823,0.9476090714030954,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,macro,pixel_auroc,0.9670265005724492,0.0016754088259426842,0.9658336144578843,0.9684156234379987,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,4,pcb1,pixel_auroc,0.9901605420463888,0.0025758237775235144,0.9882054282224745,0.992115363113685,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb2,pixel_auroc,0.9595172298159017,0.006240776629835702,0.9549558825591173,0.9649676365062391,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb3,pixel_auroc,0.9632534941271068,0.0015060440459310875,0.9622395591800146,0.9644700743963034,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb4,pixel_auroc,0.9551747363003992,0.004977355405817498,0.9513034561252663,0.9590015184886636,1,5,support_seed,within_category,support_seed_interval
patchcore,1,macro,pixel_auroc,0.9069121083008564,0.01063899399379712,0.8987542747089222,0.9153114617676493,4,5,support_seed,category_macro,support_seed_interval
patchcore,1,pcb1,pixel_auroc,0.9611636471970998,0.0053309727269000755,0.9567722947818795,0.965659467081327,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb2,pixel_auroc,0.9049284557191977,0.011246565245194625,0.8962590854263182,0.9135032100061906,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb3,pixel_auroc,0.8907609808176623,0.03202502724086952,0.8667299969299517,0.9143708771645862,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb4,pixel_auroc,0.870795349469466,0.012128674804469516,0.8619898363697903,0.8813359371928071,1,5,support_seed,within_category,support_seed_interval
patchcore,2,macro,pixel_auroc,0.9335685054236553,0.005342683246703317,0.9295975580049538,0.937554043258934,4,5,support_seed,category_macro,support_seed_interval
patchcore,2,pcb1,pixel_auroc,0.9689178091686859,0.005043804878836651,0.9656975382302002,0.9732371305028968,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb2,pixel_auroc,0.9205340650535823,0.009258851490830807,0.9133251903117795,0.9277429397953851,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb3,pixel_auroc,0.927948866437446,0.006897614839857551,0.9229678463114228,0.9333743143366533,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb4,pixel_auroc,0.9168732810349065,0.01506710948680095,0.9044858829585588,0.9275442749128168,1,5,support_seed,within_category,support_seed_interval
patchcore,4,macro,pixel_auroc,0.9515135869195326,0.0058485976061759945,0.9469015225110299,0.9561256513280352,4,5,support_seed,category_macro,support_seed_interval
patchcore,4,pcb1,pixel_auroc,0.9757208150122159,0.004024355239918033,0.9728322023014403,0.9789231641748837,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb2,pixel_auroc,0.945013200305844,0.006102363648634522,0.9401509398934993,0.9498754607181888,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb3,pixel_auroc,0.945954536444819,0.009490324678071855,0.938560078987449,0.9533489939021887,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb4,pixel_auroc,0.9393657959152517,0.012155809958424088,0.9296813258846275,0.9479294460848939,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,macro,aupro,0.7955746112347738,0.00816507250417368,0.7895330929686407,0.8016161295009068,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,1,pcb1,aupro,0.9373746554776938,0.003235351231722749,0.9348282924290627,0.939921018526325,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb2,aupro,0.8014093931488058,0.026983254940184734,0.779368012718233,0.8201352958398189,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb3,aupro,0.752913998566721,0.01837729997301629,0.7399049292560125,0.7676868959449682,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb4,aupro,0.6906003977458746,0.020370505807190756,0.6718724305087427,0.7048387282271668,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,macro,aupro,0.8026494409446496,0.007809228475159719,0.7965067604395573,0.808792121449742,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,2,pcb1,aupro,0.9312841797187916,0.012389302418322463,0.9199841875048929,0.937588479680466,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb2,aupro,0.8222858715837436,0.01020423979540831,0.813911733675924,0.8298881824661898,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb3,aupro,0.7622963630009952,0.01034691005962516,0.754446144489073,0.7710124159852352,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb4,aupro,0.6947313494750679,0.026882150952077206,0.6723040458240446,0.7125376982945356,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,macro,aupro,0.8113155157934215,0.008561867901774567,0.8053446218078136,0.8183999132380455,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,4,pcb1,aupro,0.9261781860599776,0.013616927256185102,0.9155111972809695,0.9368451748389856,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb2,aupro,0.8356088484859974,0.007816450465768052,0.8294804228049895,0.8417372741670054,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb3,aupro,0.7758419218370071,0.00703903926714977,0.7704419428708533,0.7813992906937839,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb4,aupro,0.7076331067907045,0.02555139758404997,0.6885577007231325,0.7289295470936004,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,macro,aupro,0.7428854981473665,0.010772730864093506,0.7359476971709581,0.7524272711479545,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,1,pcb1,aupro,0.8972749048095172,0.009244088188865119,0.8901142759284788,0.9053425468881902,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb2,aupro,0.7171330947441812,0.02605039460270744,0.6953554666489038,0.7348620746922458,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb3,aupro,0.6670849935663017,0.027371549515662504,0.6454796828019311,0.6886903043306721,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb4,aupro,0.6900489994694656,0.02330676877275195,0.6698463348603652,0.7065898421377941,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,macro,aupro,0.7689973834492606,0.008257134130389237,0.7628875153145116,0.7758122801139075,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,2,pcb1,aupro,0.8878914306535597,0.017806687413242414,0.8716594524452275,0.8973668979463267,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb2,aupro,0.75061344830729,0.01144386555563568,0.7414684999964221,0.7592477132491503,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb3,aupro,0.6985870334986617,0.01704700398859802,0.6856524010604785,0.7118956830365489,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb4,aupro,0.7388976213375307,0.02048494233609641,0.7216364226077123,0.7528811296836132,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,macro,aupro,0.7912238424567681,0.008334174531643805,0.7850647926168908,0.7980225735416842,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,4,pcb1,aupro,0.8899908977095066,0.012644710782444973,0.8800219809191219,0.8999598144998913,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb2,aupro,0.7778523018713868,0.01361029426917112,0.7691964421833021,0.7892877923662581,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb3,aupro,0.7265830761959009,0.007170590729171791,0.7213585362979146,0.7318092200326376,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb4,aupro,0.7704690940502782,0.013929408300373642,0.7601781149211742,0.7808412349758326,1,5,support_seed,within_category,support_seed_interval
patchcore,1,macro,aupro,0.6256164019534491,0.0466305879566692,0.5844592960999038,0.658636203338432,4,5,support_seed,category_macro,support_seed_interval
patchcore,1,pcb1,aupro,0.7527378232956509,0.029089980351905714,0.726226223985136,0.7691723673087626,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb2,aupro,0.6406893217596745,0.039180716259551863,0.6060418483653026,0.6685528882934657,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb3,aupro,0.523691884661603,0.09435250776475898,0.4505784231087052,0.5968053462145008,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb4,aupro,0.5853465780968683,0.05730991752153949,0.5421196607849234,0.6285734954088132,1,5,support_seed,within_category,support_seed_interval
patchcore,2,macro,aupro,0.7009548965965436,0.036221436735976206,0.6682820966002401,0.7239722704373774,4,5,support_seed,category_macro,support_seed_interval
patchcore,2,pcb1,aupro,0.7775848771872333,0.08954911984605776,0.6961334182684674,0.8272100187541431,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb2,aupro,0.6912296522143276,0.0167075106367695,0.6791522370255658,0.7051153088427492,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb3,aupro,0.6204097553899273,0.0357649642335821,0.5928077840088655,0.648011726770989,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb4,aupro,0.714595301594686,0.04879862390954664,0.6703102328937756,0.7411842418503449,1,5,support_seed,within_category,support_seed_interval
patchcore,4,macro,aupro,0.7336394119029122,0.03383769347758938,0.7082348494271302,0.759043974378694,4,5,support_seed,category_macro,support_seed_interval
patchcore,4,pcb1,aupro,0.7562700425451052,0.08679381404037421,0.6912197383907064,0.8238712750966208,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb2,aupro,0.7632901956114369,0.022549326547278127,0.7465919456455377,0.7807503492664389,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb3,aupro,0.6569443611824811,0.03325537724828054,0.6308333249057648,0.6809131551097557,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb4,aupro,0.7580530482726255,0.016530657217181027,0.7456505805996851,0.7704555159455657,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,macro,aggregate_pixel_f1,0.2291869763424132,0.00971213049115372,0.22159888436939928,0.23734109908293854,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,1,pcb1,aggregate_pixel_f1,0.42755210568810104,0.01084786941701885,0.41879933037987804,0.4354825298023801,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb2,aggregate_pixel_f1,0.15196590532742768,0.02745640330901575,0.13165799083741708,0.17227381981743828,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb3,aggregate_pixel_f1,0.1712770829900593,0.014507438691355973,0.1598968855788348,0.18265728040128376,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb4,aggregate_pixel_f1,0.16595281136406476,0.012275924633826244,0.15610012039657578,0.17514032921777267,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,macro,aggregate_pixel_f1,0.2507269864155849,0.017985272288263524,0.23928779242570225,0.26703754921134487,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,2,pcb1,aggregate_pixel_f1,0.44727571425054896,0.07116385169938215,0.40764871763827654,0.5129807389735624,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb2,aggregate_pixel_f1,0.1834723766661066,0.010133702725100481,0.17507434154749413,0.19046382194905392,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb3,aggregate_pixel_f1,0.20452402248705162,0.019389026762994303,0.18808498487972136,0.2207302822018212,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb4,aggregate_pixel_f1,0.1676358322586325,0.011663850933646983,0.15787791748288282,0.17542551629804268,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,macro,aggregate_pixel_f1,0.26879829389843457,0.014487752531436207,0.257406553409392,0.2801900343874772,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,4,pcb1,aggregate_pixel_f1,0.48615456114894434,0.08383820999846063,0.42184890482957077,0.550460217468318,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb2,aggregate_pixel_f1,0.19539635797513694,0.008862643264447252,0.18742259300325972,0.1999130454499094,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb3,aggregate_pixel_f1,0.2201794415625542,0.018479604176599277,0.2070484733530275,0.23581874216900497,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb4,aggregate_pixel_f1,0.17346281490710283,0.013311485988708427,0.16306217958263197,0.1838634502315737,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,macro,aggregate_pixel_f1,0.2072204818697684,0.007874048586651184,0.2012863793865156,0.2140809078119211,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,1,pcb1,aggregate_pixel_f1,0.321166658212632,0.007370073418428316,0.3145098532770272,0.32613167430021156,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb2,aggregate_pixel_f1,0.14052565635362257,0.017924425160722922,0.12720937476042052,0.15404960498114145,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb3,aggregate_pixel_f1,0.17067212804041804,0.026174849451982098,0.1503820785654842,0.19096217751535188,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb4,aggregate_pixel_f1,0.1965174848724011,0.02295340904215412,0.17669914639571105,0.21228445203638588,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,macro,aggregate_pixel_f1,0.23555639783151214,0.025945566923054067,0.2220650291704996,0.2589366059520172,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,2,pcb1,aggregate_pixel_f1,0.36255445919650897,0.10381263577644564,0.31131692777412845,0.4561590165262882,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb2,aggregate_pixel_f1,0.16410450416401517,0.005755632967102571,0.16041853519451504,0.169118279095765,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb3,aggregate_pixel_f1,0.1911616230421135,0.00879868980744829,0.18462695381084507,0.19806243619433528,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb4,aggregate_pixel_f1,0.2244050049234107,0.00790999591274117,0.2181303127792983,0.2304730479420915,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,macro,aggregate_pixel_f1,0.260699900475165,0.023783071387699205,0.24219411965494522,0.2792056812953847,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,4,pcb1,aggregate_pixel_f1,0.40976785490425643,0.10149081807376055,0.3310981790288863,0.4884375307796267,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb2,aggregate_pixel_f1,0.18312884989640937,0.008000841840918215,0.1768777841532388,0.18926199142611239,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb3,aggregate_pixel_f1,0.1989478994160432,0.004291204002942528,0.19514827892733738,0.2017935168476359,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb4,aggregate_pixel_f1,0.2509549976839508,0.005574963045268265,0.2470074061915984,0.25519007669342664,1,5,support_seed,within_category,support_seed_interval
patchcore,1,macro,aggregate_pixel_f1,0.18081771061508575,0.009984798426984475,0.1741696791373938,0.18973828809455015,4,5,support_seed,category_macro,support_seed_interval
patchcore,1,pcb1,aggregate_pixel_f1,0.257947308106301,0.020624899405506887,0.24313147414052794,0.2747472403082266,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb2,aggregate_pixel_f1,0.14813937517845518,0.01436967309025706,0.13928180471334375,0.16088567526006417,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb3,aggregate_pixel_f1,0.1886299321030054,0.03369284450640545,0.16279805933650254,0.21482106643217555,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb4,aggregate_pixel_f1,0.12855422707258152,0.03905242791172186,0.0972838550197124,0.15716549925002296,1,5,support_seed,within_category,support_seed_interval
patchcore,2,macro,aggregate_pixel_f1,0.24393740732366576,0.029957414623356594,0.22686647616384228,0.2709561365093042,4,5,support_seed,category_macro,support_seed_interval
patchcore,2,pcb1,aggregate_pixel_f1,0.28745525260023325,0.11404203423931077,0.2347315852250605,0.39020378135665407,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb2,aggregate_pixel_f1,0.19101622686059966,0.008297110243887271,0.18412529525604687,0.1966506167548659,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb3,aggregate_pixel_f1,0.23203989372937445,0.005910180495614914,0.22888841692476744,0.23744914868669,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb4,aggregate_pixel_f1,0.2652382561044556,0.020243162737691524,0.25275849889161245,0.28352272897493774,1,5,support_seed,within_category,support_seed_interval
patchcore,4,macro,aggregate_pixel_f1,0.2619212206909599,0.02798289170479631,0.24041804347556922,0.28278742487367514,4,5,support_seed,category_macro,support_seed_interval
patchcore,4,pcb1,aggregate_pixel_f1,0.3368064789120727,0.09507925307228408,0.263702760197351,0.4083020637982564,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb2,aggregate_pixel_f1,0.20027419086087073,0.005168133011976099,0.1965398281192545,0.20447709676957654,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb3,aggregate_pixel_f1,0.2096144506744125,0.0066528035265559235,0.204843461429024,0.21442176584802392,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb4,aggregate_pixel_f1,0.3009897623164837,0.02548691573699999,0.2847628373662161,0.3233258892670428,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,macro,aggregate_pixel_iou,0.13465282369340473,0.0060911587267802,0.12999311206453693,0.1396895282098419,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,1,pcb1,aggregate_pixel_iou,0.27195047736659606,0.008740328365926024,0.2649138000030968,0.27836546635824805,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb2,aggregate_pixel_iou,0.0824227015057607,0.016119982069926174,0.07052703269311433,0.09431837031840706,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb3,aggregate_pixel_iou,0.0937145673389563,0.008693326924874152,0.0868988390845515,0.1005302955933611,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb4,aggregate_pixel_iou,0.09052354856230585,0.007295709674620752,0.08466635226499138,0.09598692728707597,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,macro,aggregate_pixel_iou,0.14922986490504647,0.015523670911199933,0.14001378699787764,0.163625147114025,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,2,pcb1,aggregate_pixel_iou,0.29035455322159576,0.06262943959828572,0.2560639241478342,0.34810975254676746,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb2,aggregate_pixel_iou,0.10102900438742077,0.006118321502897719,0.09596783534673556,0.10525903726633433,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb3,aggregate_pixel_iou,0.1140146208655805,0.012023770138826573,0.1038703460763611,0.12411821612541496,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb4,aggregate_pixel_iou,0.09152128114558897,0.006910705109385772,0.0857227360688441,0.09614634881311702,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,macro,aggregate_pixel_iou,0.16286523414056023,0.014037223243782345,0.15188384696994897,0.17384662131117148,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,4,pcb1,aggregate_pixel_iou,0.32434193085223384,0.07231230563396701,0.2687292935924196,0.3799545681120481,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb2,aggregate_pixel_iou,0.10829785490970223,0.00540829654544817,0.10343185100937455,0.1110577858662696,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb3,aggregate_pixel_iou,0.12380641957139145,0.011754396265847728,0.11548338254503235,0.13378231307611851,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb4,aggregate_pixel_iou,0.09501473122891342,0.007993614855754092,0.08877411766891165,0.10125534478891521,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,macro,aggregate_pixel_iou,0.11738970488120384,0.00462407346558532,0.11393911150937733,0.12139173931449095,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,1,pcb1,aggregate_pixel_iou,0.1913217789600883,0.005210856714311803,0.18661795152887814,0.1948418617081384,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb2,aggregate_pixel_iou,0.07565269098548957,0.010361872242910857,0.06795813099259826,0.08346831925948872,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb3,aggregate_pixel_iou,0.09347642404349074,0.015611924065507245,0.08136510851223741,0.10558773957474407,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb4,aggregate_pixel_iou,0.10910792553574673,0.01398279095612553,0.0970718204838488,0.11875927079674604,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,macro,aggregate_pixel_iou,0.13680436805831625,0.02119653013264901,0.12611459640312622,0.1559417256335849,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,2,pcb1,aggregate_pixel_iou,0.22571848197083222,0.08485915826968218,0.184381659486197,0.3021626640312896,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb2,aggregate_pixel_iou,0.08939521785198594,0.003425704284132039,0.08720537736485154,0.09238057076872598,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb3,aggregate_pixel_iou,0.10570292549519511,0.005382230687590811,0.10170427216954407,0.10993348068887214,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb4,aggregate_pixel_iou,0.12640084691525172,0.005010483155778193,0.1224314622407046,0.13024688362164352,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,macro,aggregate_pixel_iou,0.1541354705863194,0.0191229688420862,0.13928942332407654,0.16898151784856227,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,4,pcb1,aggregate_pixel_iou,0.26177373824736844,0.0802703505983848,0.19966124414475342,0.3238862323499834,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb2,aggregate_pixel_iou,0.10081060400702826,0.0048476599623203855,0.09702714898775557,0.10452578040151357,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb3,aggregate_pixel_iou,0.11046707850194741,0.002640394730638455,0.10812969520584895,0.11221968821040795,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb4,aggregate_pixel_iou,0.1434904615889335,0.0036495965788821767,0.14090765200897695,0.14626554215616452,1,5,support_seed,within_category,support_seed_interval
patchcore,1,macro,aggregate_pixel_iou,0.10043812633143741,0.00629449871628075,0.09635182362155245,0.10597547778296443,4,5,support_seed,category_macro,support_seed_interval
patchcore,1,pcb1,aggregate_pixel_iou,0.14820064443703185,0.013699163265490661,0.13840399484141344,0.15939728608131626,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb2,aggregate_pixel_iou,0.0800473632458016,0.008454073394956657,0.07485753769550485,0.0875511524868384,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb3,aggregate_pixel_iou,0.10444360930483579,0.020631615434692805,0.0886495991391815,0.12046638099934337,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb4,aggregate_pixel_iou,0.06906088833808037,0.022072832851666755,0.05150883028302753,0.08542637058860884,1,5,support_seed,within_category,support_seed_interval
patchcore,2,macro,aggregate_pixel_iou,0.14057795295833753,0.022283577637596218,0.12819660059219434,0.16073212395154074,4,5,support_seed,category_macro,support_seed_interval
patchcore,2,pcb1,aggregate_pixel_iou,0.17241938236710835,0.08572177152816327,0.13297322242995682,0.2495744235508787,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb2,aggregate_pixel_iou,0.1056116620125667,0.005055403681262348,0.10141902432677488,0.10905036818303501,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb3,aggregate_pixel_iou,0.13125740218645235,0.003797895718410076,0.12923468408571645,0.13473302730749634,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb4,aggregate_pixel_iou,0.1530233652672227,0.013635975475858299,0.14467111634675814,0.16534555972645545,1,5,support_seed,within_category,support_seed_interval
patchcore,4,macro,aggregate_pixel_iou,0.15284062012736044,0.020009804363392218,0.1374632171102127,0.1676825553282474,4,5,support_seed,category_macro,support_seed_interval
patchcore,4,pcb1,aggregate_pixel_iou,0.2056136529350434,0.06796969737065633,0.1532230223485973,0.25660101378248623,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb2,aggregate_pixel_iou,0.11128773134728379,0.003195428497877123,0.1089805680642113,0.11388917130308965,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb3,aggregate_pixel_iou,0.11709018070051828,0.00415556336555566,0.11411125359256591,0.12009920233843997,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb4,aggregate_pixel_iou,0.1773709155265962,0.017914021160405625,0.16603441310577868,0.1930961004291128,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,1,macro,mean_anomaly_mask_f1,0.2678683013847073,0.02144935777978865,0.25148316294947437,0.28418004168117694,4,5,support_seed,category_macro,support_seed_interval
anomaly_consistent_sam2,1,pcb1,mean_anomaly_mask_f1,0.3545632245844685,0.018258438710296938,0.3406964833351728,0.36838947239217923,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,1,pcb2,mean_anomaly_mask_f1,0.2557003863047493,0.060834419449220106,0.21118090150760724,0.3071363859174809,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,1,pcb3,mean_anomaly_mask_f1,0.2406823705316538,0.02107467538301828,0.2244426684108583,0.2569220726524494,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,1,pcb4,mean_anomaly_mask_f1,0.2205272241179575,0.016047932357700037,0.20799032467182807,0.23306412356408684,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,2,macro,mean_anomaly_mask_f1,0.2971273229627891,0.00908867287974512,0.2887010607461877,0.30337343434950415,4,5,support_seed,category_macro,support_seed_interval
anomaly_consistent_sam2,2,pcb1,mean_anomaly_mask_f1,0.3604811066228922,0.01989283936435709,0.34539681951406354,0.3767457024680328,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,2,pcb2,mean_anomaly_mask_f1,0.32885788483448447,0.012136964937270431,0.3188769639258722,0.33671616231899487,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,2,pcb3,mean_anomaly_mask_f1,0.27026730813015093,0.027709531139441978,0.24955439570358226,0.2909972998516993,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,2,pcb4,mean_anomaly_mask_f1,0.22890299226362876,0.01757092999248649,0.21582958362541144,0.24207132880810578,1,5,support_seed,within_category,support_seed_interval
anomaly_consistent_sam2,4,macro,mean_anomaly_mask_f1,0.31734773405195027,0.010229234847153601,0.3095462493824952,0.32514921872140545,4,5,support_seed,category_macro,support_seed_interval
