method,k,category,metric,mean,seed_std,ci_low,ci_high,num_categories,num_seeds,ci_resampling_unit,aggregation,uncertainty_scope
dinov2_single,1,macro,image_auroc,0.7431929702970297,0.03751158744307563,0.7146069801980197,0.7717789603960397,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,1,pcb1,image_auroc,0.8549200000000001,0.022347304087965515,0.83514,0.8705399999999999,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb2,image_auroc,0.63304,0.06454578220147307,0.58426,0.6818199999999999,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb3,image_auroc,0.6871683168316831,0.06688459951285426,0.6266732673267326,0.7216237623762376,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,pcb4,image_auroc,0.7976435643564357,0.07474130793249242,0.7304158415841584,0.8345351485148516,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,macro,image_auroc,0.7773934653465345,0.027569407371934397,0.7547729207920791,0.7968673762376237,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,2,pcb1,image_auroc,0.8261199999999999,0.08697132860891571,0.7517199999999999,0.8850029999999999,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb2,image_auroc,0.69484,0.040820681033025406,0.6624800000000002,0.7242599999999999,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb3,image_auroc,0.7461980198019802,0.017432154535901554,0.7314653465346534,0.7590495049504951,1,5,support_seed,within_category,support_seed_interval
dinov2_single,2,pcb4,image_auroc,0.8424158415841584,0.03874606715308521,0.812,0.8710297029702969,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,macro,image_auroc,0.8170933663366335,0.027123802092094963,0.7949962376237623,0.8357851485148515,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,4,pcb1,image_auroc,0.8321200000000001,0.0807095843131409,0.7662599999999999,0.8898999999999999,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb2,image_auroc,0.7615999999999999,0.023521373259229567,0.7409399999999999,0.7765000000000001,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb3,image_auroc,0.8075841584158416,0.01708352650236717,0.7935643564356436,0.8207920792079207,1,5,support_seed,within_category,support_seed_interval
dinov2_single,4,pcb4,image_auroc,0.867069306930693,0.02917279310695181,0.8407326732673267,0.886039603960396,1,5,support_seed,within_category,support_seed_interval
patchcore,1,macro,image_auroc,0.6870123267326733,0.026820639209234054,0.6660156435643565,0.7088645544554455,4,5,support_seed,category_macro,support_seed_interval
patchcore,1,pcb1,image_auroc,0.8286999999999999,0.01070186899564743,0.8208399999999999,0.8382999999999999,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb2,image_auroc,0.64428,0.08018277246391523,0.58496,0.71242,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb3,image_auroc,0.64390099009901,0.043986233598722134,0.617980198019802,0.682019801980198,1,5,support_seed,within_category,support_seed_interval
patchcore,1,pcb4,image_auroc,0.6311683168316831,0.17791235372309985,0.4883168316831683,0.7513663366336634,1,5,support_seed,within_category,support_seed_interval
patchcore,2,macro,image_auroc,0.7920628712871287,0.03078766346855909,0.7650781188118813,0.8117129207920792,4,5,support_seed,category_macro,support_seed_interval
patchcore,2,pcb1,image_auroc,0.81484,0.0774728533100466,0.74498,0.8629800000000001,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb2,image_auroc,0.73256,0.0616132534443686,0.6849000000000001,0.7818400000000001,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb3,image_auroc,0.7217623762376238,0.021588177480299047,0.7047128712871287,0.7393663366336634,1,5,support_seed,within_category,support_seed_interval
patchcore,2,pcb4,image_auroc,0.8990891089108912,0.03620916753187837,0.869940594059406,0.92380198019802,1,5,support_seed,within_category,support_seed_interval
patchcore,4,macro,image_auroc,0.8458022277227724,0.014793495849620841,0.8331450990099011,0.8552751980198019,4,5,support_seed,category_macro,support_seed_interval
patchcore,4,pcb1,image_auroc,0.8359,0.022704735188942414,0.8180799999999999,0.8533999999999999,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb2,image_auroc,0.8102,0.02860104893181365,0.7889200000000001,0.8330400000000001,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb3,image_auroc,0.8074851485148514,0.02190722432888961,0.791069306930693,0.8246930693069305,1,5,support_seed,within_category,support_seed_interval
patchcore,4,pcb4,image_auroc,0.9296237623762377,0.024515039427293432,0.9077425742574258,0.9453861386138614,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,macro,pixel_auroc,0.9319934491205121,0.004098295155146353,0.9288401500122028,0.9351993799491112,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,1,pcb1,pixel_auroc,0.9928311105737311,0.0008495918461772437,0.9922113662351674,0.9935480305079549,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb2,pixel_auroc,0.9361221517735148,0.010972817475952868,0.9278623549192495,0.9448975287952491,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb3,pixel_auroc,0.9217876453997658,0.007502124464810534,0.9162644043075865,0.9272056523473078,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,1,pcb4,pixel_auroc,0.8772328887350371,0.008136549457884149,0.8697075368353943,0.8825937422577047,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,macro,pixel_auroc,0.9377968414927889,0.0023268827230855213,0.9359479675331336,0.9396457154524439,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,2,pcb1,pixel_auroc,0.9930780413970404,0.0012827759128279843,0.9920115555494885,0.993988167736253,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb2,pixel_auroc,0.9439243381393544,0.007016305869358823,0.9385037003510293,0.9493449759276794,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb3,pixel_auroc,0.9327621928969737,0.0030089214759311954,0.9303264050685188,0.9349986256007341,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,2,pcb4,pixel_auroc,0.8814227935377869,0.0071869775865652285,0.8760616982332741,0.8866539161226736,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,macro,pixel_auroc,0.9420979292690153,0.002809043085728756,0.9396930906626121,0.9440433347930617,4,5,support_seed,category_macro,support_seed_interval
dinov2_multi,4,pcb1,pixel_auroc,0.99264787863764,0.001677655705673604,0.9913561811029741,0.9939426897209185,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb2,pixel_auroc,0.9494793932484973,0.004366975788407447,0.9463342954411275,0.9533051600126982,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb3,pixel_auroc,0.9374278021608381,0.0031137256154970512,0.93517973328763,0.9399965908242821,1,5,support_seed,within_category,support_seed_interval
dinov2_multi,4,pcb4,pixel_auroc,0.888836643029086,0.009720010099398615,0.8812163906239473,0.8964568954342249,1,5,support_seed,within_category,support_seed_interval
dinov2_single,1,macro,pixel_auroc,0.9491253874935281,0.003899427750926239,0.94606603633968,0.9522487639021984,4,5,support_seed,category_macro,support_seed_interval
dinov2_single,1,pcb1,pixel_auroc,0.9853374351413695,0.0022209158126432938,0.9835451779463005,0.986955523531098,1,5,support_seed,within_category,support_seed_interval
