variant,run_id,method,category,k,seed,threshold_policy,image_auroc,pixel_auroc,aupro,aggregate_pixel_f1,aggregate_pixel_iou,mean_anomaly_mask_f1,mean_anomaly_mask_iou,mean_anomaly_mask_precision,mean_anomaly_mask_recall,git_commit,git_dirty,manifest_path,manifest_sha256,effective_execution_sha256,run_spec_sha256
area_cap_050,dinov2_multi_sam2__pcb1__fold0__k4__seed4880__area_cap_050,dinov2_multi_sam2,pcb1,4,4880,binary_model_output,,,,,,0.36356844887027656,0.25371836834079997,0.2912573736512857,0.6395595078621941,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,a5870043295bf13ddc5daf60f726766df7acf5535292c1cfe1bc716a5c3f2916,748ff8173b4a30fb26e4dc9d2290924dc44ff7e50d70c995457f787cd2276f8e
area_cap_050,dinov2_multi_sam2__pcb2__fold0__k4__seed4880__area_cap_050,dinov2_multi_sam2,pcb2,4,4880,binary_model_output,,,,,,0.33661078102485503,0.226947864900154,0.25038920164679435,0.5958935551424127,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,df5c815330bf24b3f1fa77911e033c9be1ea2178efad3770414c72eaf4d44eed,a13ed6e2c1f87ca040ad789e0b35bef4355dfeea761ff743e247fecfd3212a0b
area_cap_050,dinov2_multi_sam2__pcb3__fold0__k4__seed4880__area_cap_050,dinov2_multi_sam2,pcb3,4,4880,binary_model_output,,,,,,0.27503152084112825,0.18829987267332096,0.22504206480526284,0.44476855896688966,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,987e3e94e9730a6b66c0ac04d50a3b2ba92d9ee9d296e62dc63405b047509069,8452ecb69dab1aeb09a4632b62bbfb097068e3247e4aa391f327f1d5b62f14ad
area_cap_050,dinov2_multi_sam2__pcb4__fold0__k4__seed4880__area_cap_050,dinov2_multi_sam2,pcb4,4,4880,binary_model_output,,,,,,0.2669018087622393,0.17396269264531555,0.31667368585283034,0.3093866248858587,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,65083c733fcb7bd6fcb3efccfe71e2318eb71c4efd6397ca755b7608ecd036c2,a384a31e811a9c6e38cedd5419e1bfc01c9b2de82ff517036f745d4b56ac48a5
fusion_union,anomaly_consistent_sam2__pcb1__fold0__k4__seed4880__fusion_union,anomaly_consistent_sam2,pcb1,4,4880,binary_model_output,,,,,,0.3296237747150895,0.23240604509663995,0.2420364020176924,0.7150635760989873,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,7b740970fd7760934b3fa5b1df6ec90a25934202c14602e0e93677bf3f5deb15,6d515f1e707097a98b75a8201a899df3b46308757f0fd93707a63f6098951217
fusion_union,anomaly_consistent_sam2__pcb2__fold0__k4__seed4880__fusion_union,anomaly_consistent_sam2,pcb2,4,4880,binary_model_output,,,,,,0.2588932129913904,0.16048932572849373,0.17257998209113065,0.6416701255442885,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,43c5385e8e697dab15658bb1400e3b59c5ab08ede78297a7815adbe8c02c0318,f1aa604a473ea5827e9d2b11bed965b6b8fca04517ebe7ac2e71f1005482f529
fusion_union,anomaly_consistent_sam2__pcb3__fold0__k4__seed4880__fusion_union,anomaly_consistent_sam2,pcb3,4,4880,binary_model_output,,,,,,0.22743617771556665,0.14357456259195803,0.16360959554263732,0.5161558506324776,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,5d314b45b996ad16fc1c93a967b493ac0ef080abbee7e39b6e944b8cf74a44f4,5e28adeac67ff35798119d7c99d30f6cad0ace4d5f684ba60cd33b88f75f36e7
fusion_union,anomaly_consistent_sam2__pcb4__fold0__k4__seed4880__fusion_union,anomaly_consistent_sam2,pcb4,4,4880,binary_model_output,,,,,,0.22870371495247152,0.13928807845433958,0.21804596654154806,0.351891830849023,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,8fb078eff274be9874110cda5c6dec25c38b5d07a829921b3e8b30cb5649d507,0682023ad6fcf7e12c1dcc0426618cb99dafc4b7e2f71ae867d16b04e258e7cc
fusion_selective,anomaly_consistent_sam2__pcb1__fold0__k4__seed4880__fusion_selective,anomaly_consistent_sam2,pcb1,4,4880,binary_model_output,,,,,,0.41346103001240897,0.2976288325923476,0.3645354704303625,0.5588783172771794,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,ec1b179db01e6052d02456f1a4ff8756d45687b691c61582ae71816fcfce0a15,5f2798b03fe417152b52f0ef8c83dd2a9b0e6ab038f458e5024de94223eaa852
fusion_selective,anomaly_consistent_sam2__pcb2__fold0__k4__seed4880__fusion_selective,anomaly_consistent_sam2,pcb2,4,4880,binary_model_output,,,,,,0.36419350507768017,0.2549980711468609,0.302155133435271,0.5253622182809982,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,6e47298bd33dcd9077227de195c926bbf96ce90aa5fc63eb71de3cdb29177bb0,9d79135875242fd4dad80300bf764cf40dd040d222464f4eea8b79ec496c6c02
fusion_selective,anomaly_consistent_sam2__pcb3__fold0__k4__seed4880__fusion_selective,anomaly_consistent_sam2,pcb3,4,4880,binary_model_output,,,,,,0.30066681697586234,0.20704575883811047,0.2819807603558325,0.3882398754297393,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,aed0fdd2efe7c2f6c338e921223bf99842c1a5339e77feadf32597ec78fa9bd5,e93485ef12a3eac9c637af5f6f9d33c6262851a1b183d2e03d477b27b1724ac1
fusion_selective,anomaly_consistent_sam2__pcb4__fold0__k4__seed4880__fusion_selective,anomaly_consistent_sam2,pcb4,4,4880,binary_model_output,,,,,,0.22688457606223075,0.14722092787541258,0.3295450132258958,0.22966473852230002,ff4c07208278376b27a4954d560c715f51453c5e,False,data/manifests/visa_pcb_folds.csv,6fd011da63133ce0135df8ae336b42bd81d65db1586e77b2db3fb61a9914842e,4c304d6a54670a0882e33f2c4374ca51f79a0b373f8105f858365c549fe4928a,95a3aef1869a83920d86b8ed106af3b057eccb843cfd78b8609ac09d36160d3a
